name,brand,price_raw,price_clean,old_price_clean,discount_percentage,rating_score,review_count,category,image,url,metadata_profile
Collar Divo,Hunter,"17,06 €",17.06,18.95,9.97,4.3,4,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_057-0109-0611_pic1_1.jpg,https://www.bergfreunde.de/hunter-collar-divo-hundehalsband/,Brand: Hunter. Product Name: Collar Divo. Category: ausruestung. Priced at 17.06 EUR with a 9.97% discount. This highly rated gear scored 4.3 out of 5 based on 4 customer reviews.
Edelstahl Thermobecher Mug,Basic Nature,"9,45 €",9.45,9.45,0.0,4.0,3,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_532-1296-0211_pic1_1.jpg,https://www.bergfreunde.de/basic-nature-edelstahl-thermobecher-mug-becher/,Brand: Basic Nature. Product Name: Edelstahl Thermobecher Mug. Category: ausruestung. Priced at 9.45 EUR with a 0.0% discount. This highly rated gear scored 4.0 out of 5 based on 3 customer reviews.
Transporter Squffel 70,Osprey,"189,95 €",189.95,189.95,0.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-6063-0111_pic1_1.jpg,https://www.bergfreunde.de/osprey-transporter-squffel-70-reisetasche/,Brand: Osprey. Product Name: Transporter Squffel 70. Category: ausruestung. Priced at 189.95 EUR with a 0.0% discount. New release product with no customer feedback evaluations available yet.
Women's Neutrino -12C / 10F,Rab,"564,36 €",564.36,679.95,17.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_513-1941-0111_pic1_1.jpg,https://www.bergfreunde.de/rab-womens-neutrino-12c-10f-daunenschlafsack/,Brand: Rab. Product Name: Women's Neutrino -12C / 10F. Category: ausruestung. Priced at 564.36 EUR with a 17.0% discount. New release product with no customer feedback evaluations available yet.
Essential Trek Pot 0.6,Primus,"27,96 €",27.96,34.95,20.0,4.3,10,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_532-1377-0111_pic1_1.jpg,https://www.bergfreunde.de/primus-essential-trek-pot-06-topf/,Brand: Primus. Product Name: Essential Trek Pot 0.6. Category: ausruestung. Priced at 27.96 EUR with a 20.0% discount. This highly rated gear scored 4.3 out of 5 based on 10 customer reviews.
Comfort Down Bag -15°C,Mammut,"395,96 €",395.96,449.95,12.0,4.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_513-1661-0111_pic1_1.jpg,https://www.bergfreunde.de/mammut-comfort-down-bag-15-c-daunenschlafsack/,Brand: Mammut. Product Name: Comfort Down Bag -15°C. Category: ausruestung. Priced at 395.96 EUR with a 12.0% discount. This highly rated gear scored 4.0 out of 5 based on 1 customer reviews.
Free 3000 M,Silva,"329,95 €",329.95,329.95,0.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_545-0932-0111_pic1_1.jpg,https://www.bergfreunde.de/silva-free-3000-m-stirnlampe/,Brand: Silva. Product Name: Free 3000 M. Category: ausruestung. Priced at 329.95 EUR with a 0.0% discount. New release product with no customer feedback evaluations available yet.
Tool Drink,Vaude,"22,37 €",22.37,31.95,29.98,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-2164-0111_pic1_1.jpg,https://www.bergfreunde.de/vaude-tool-drink-fahrradtasche/,Brand: Vaude. Product Name: Tool Drink. Category: ausruestung. Priced at 22.37 EUR with a 29.98% discount. New release product with no customer feedback evaluations available yet.
Wizard 28,Vaude,"ab 133,46 €",133.46,149.95,11.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_504-1096-0411_pic1_1.jpg,https://www.bergfreunde.de/vaude-wizard-28-wanderrucksack/,Brand: Vaude. Product Name: Wizard 28. Category: ausruestung. Priced at 133.46 EUR with a 11.0% discount. New release product with no customer feedback evaluations available yet.
AirZone Ultra ND 36,Lowe Alpine,"84,98 €",84.98,169.95,50.0,4.0,1,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-8229-0211_pic1_1.jpg,https://www.bergfreunde.de/lowe-alpine-airzone-ultra-nd-36-wanderrucksack/,Brand: Lowe Alpine. Product Name: AirZone Ultra ND 36. Category: rucksaecke. Priced at 84.98 EUR with a 50.0% discount. This highly rated gear scored 4.0 out of 5 based on 1 customer reviews.
Black Hole Micro Mlc,Patagonia,"149,95 €",149.95,149.95,0.0,4.5,2,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_504-0554-0411_pic1_1.jpg,https://www.bergfreunde.de/patagonia-black-hole-micro-mlc-reiserucksack/,Brand: Patagonia. Product Name: Black Hole Micro Mlc. Category: rucksaecke. Priced at 149.95 EUR with a 0.0% discount. This highly rated gear scored 4.5 out of 5 based on 2 customer reviews.
Kid's Refugito Day Pack 12,Patagonia,"59,95 €",59.95,59.95,0.0,5.0,1,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_508-0450-1611_pic1_1.jpg,https://www.bergfreunde.de/patagonia-kids-refugito-day-pack-12-kinderrucksack/,Brand: Patagonia. Product Name: Kid's Refugito Day Pack 12. Category: rucksaecke. Priced at 59.95 EUR with a 0.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
Daylite Packing Cube Set,Osprey,"ab 30,89 €",30.89,30.89,0.0,0.0,0,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_559-0823-0211_pic1_1.jpg,https://www.bergfreunde.de/osprey-daylite-packing-cube-set-packsack/,Brand: Osprey. Product Name: Daylite Packing Cube Set. Category: rucksaecke. Priced at 30.89 EUR with a 0.0% discount. New release product with no customer feedback evaluations available yet.
Globerider35,Matador,"334,95 €",334.95,334.95,0.0,4.0,3,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_504-0698-0211_pic1_1.jpg,https://www.bergfreunde.de/matador-globerider35-reiserucksack/,Brand: Matador. Product Name: Globerider35. Category: rucksaecke. Priced at 334.95 EUR with a 0.0% discount. This highly rated gear scored 4.0 out of 5 based on 3 customer reviews.
Whiteout 30,Exped,"373,76 €",373.76,419.95,11.0,5.0,3,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_503-1071-0111_pic1_1.jpg,https://www.bergfreunde.de/exped-whiteout-30-tourenrucksack/,Brand: Exped. Product Name: Whiteout 30. Category: rucksaecke. Priced at 373.76 EUR with a 11.0% discount. This highly rated gear scored 5.0 out of 5 based on 3 customer reviews.
Women's Cerro Torre ND 60,Lowe Alpine,"230,97 €",230.97,329.95,30.0,0.0,0,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-3771-0211_pic1_1.jpg,https://www.bergfreunde.de/lowe-alpine-womens-cerro-torre-nd-60-trekkingrucksack/,Brand: Lowe Alpine. Product Name: Women's Cerro Torre ND 60. Category: rucksaecke. Priced at 230.97 EUR with a 30.0% discount. New release product with no customer feedback evaluations available yet.
Aloe Hajo Mini 12,Ucon Acrobatics,"ab 58,47 €",58.47,59.95,2.47,0.0,0,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-8723-0811_pic1_1.jpg,https://www.bergfreunde.de/ucon-acrobatics-aloe-hajo-mini-12-daypack/,Brand: Ucon Acrobatics. Product Name: Aloe Hajo Mini 12. Category: rucksaecke. Priced at 58.47 EUR with a 2.47% discount. New release product with no customer feedback evaluations available yet.
Women's Futura Air Trek 45+10 SL,Deuter,"237,96 €",237.96,279.95,15.0,0.0,0,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-5361-0111_pic1_1.jpg,https://www.bergfreunde.de/deuter-womens-futura-air-trek-45-10-sl-trekkingrucksack/,Brand: Deuter. Product Name: Women's Futura Air Trek 45+10 SL. Category: rucksaecke. Priced at 237.96 EUR with a 15.0% discount. New release product with no customer feedback evaluations available yet.
Kid's Skjorta Pack 15,Trollkids,"ab 40,01 €",40.01,44.95,10.99,0.0,0,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_504-0541-0111_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-skjorta-pack-15-daypack/,Brand: Trollkids. Product Name: Kid's Skjorta Pack 15. Category: rucksaecke. Priced at 40.01 EUR with a 10.99% discount. New release product with no customer feedback evaluations available yet.
SälkaSt. Kids Backpack 18,Stoic,"41,21 €",41.21,54.95,25.0,5.0,2,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_508-0700-0111_pic1_1.jpg,https://www.bergfreunde.de/stoic-saelkast-kids-backpack-18-kinderrucksack/,Brand: Stoic. Product Name: SälkaSt. Kids Backpack 18. Category: rucksaecke. Priced at 41.21 EUR with a 25.0% discount. This highly rated gear scored 5.0 out of 5 based on 2 customer reviews.
Black Hole MLC,Patagonia,"219,95 €",219.95,219.95,0.0,4.8,5,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-3749-1111_pic1_1.jpg,https://www.bergfreunde.de/patagonia-black-hole-mlc-reisetasche/,Brand: Patagonia. Product Name: Black Hole MLC. Category: rucksaecke. Priced at 219.95 EUR with a 0.0% discount. This highly rated gear scored 4.8 out of 5 based on 5 customer reviews.
Aircontact Core 50+10,Deuter,"ab 249,16 €",249.16,279.95,11.0,5.0,2,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_505-0979-0111_pic1_1.jpg,https://www.bergfreunde.de/deuter-aircontact-core-50-10-trekkingrucksack/,Brand: Deuter. Product Name: Aircontact Core 50+10. Category: rucksaecke. Priced at 249.16 EUR with a 11.0% discount. This highly rated gear scored 5.0 out of 5 based on 2 customer reviews.
Hikelite 28,Osprey,"115,66 €",115.66,129.95,11.0,4.8,4,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_504-0873-0211_pic1_1.jpg,https://www.bergfreunde.de/osprey-hikelite-28-wanderrucksack/,Brand: Osprey. Product Name: Hikelite 28. Category: rucksaecke. Priced at 115.66 EUR with a 11.0% discount. This highly rated gear scored 4.8 out of 5 based on 4 customer reviews.
Traverse Pure 28 S,Ortovox,"127,96 €",127.96,159.95,20.0,0.0,0,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-9867-0111_pic1_1.jpg,https://www.bergfreunde.de/ortovox-traverse-pure-28-s-wanderrucksack/,Brand: Ortovox. Product Name: Traverse Pure 28 S. Category: rucksaecke. Priced at 127.96 EUR with a 20.0% discount. New release product with no customer feedback evaluations available yet.
XPR Trail Belt,adidas Terrex,"49,95 €",49.95,49.95,0.0,0.0,0,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-6688-0111_pic1_1.jpg,https://www.bergfreunde.de/adidas-terrex-xpr-trail-belt-huefttasche/,Brand: adidas Terrex. Product Name: XPR Trail Belt. Category: rucksaecke. Priced at 49.95 EUR with a 0.0% discount. New release product with no customer feedback evaluations available yet.
Futura 23,Deuter,"115,96 €",115.96,144.95,20.0,5.0,6,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_504-1305-0211_pic1_1.jpg,https://www.bergfreunde.de/deuter-futura-23-wanderrucksack/,Brand: Deuter. Product Name: Futura 23. Category: rucksaecke. Priced at 115.96 EUR with a 20.0% discount. This highly rated gear scored 5.0 out of 5 based on 6 customer reviews.
Women's Maven 38 RC,Gregory,"ab 183,96 €",183.96,229.95,20.0,0.0,0,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-9322-0211_pic1_1.jpg,https://www.bergfreunde.de/gregory-womens-maven-38-rc-trekkingrucksack/,Brand: Gregory. Product Name: Women's Maven 38 RC. Category: rucksaecke. Priced at 183.96 EUR with a 20.0% discount. New release product with no customer feedback evaluations available yet.
Panga 28,Yeti Coolers,"339,95 €",339.95,339.95,0.0,0.0,0,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-9376-0211_pic1_1.jpg,https://www.bergfreunde.de/yeti-coolers-panga-28-daypack/,Brand: Yeti Coolers. Product Name: Panga 28. Category: rucksaecke. Priced at 339.95 EUR with a 0.0% discount. New release product with no customer feedback evaluations available yet.
Transporter 65,Osprey,"ab 151,95 €",151.95,151.95,0.0,4.9,7,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-3208-0811_pic1_1.jpg,https://www.bergfreunde.de/osprey-transporter-65-reisetasche/,Brand: Osprey. Product Name: Transporter 65. Category: rucksaecke. Priced at 151.95 EUR with a 0.0% discount. This highly rated gear scored 4.9 out of 5 based on 7 customer reviews.
Squamish Bag V3 20-40,MeroMero,"149,95 €",149.95,149.95,0.0,4.7,6,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-8225-0411_pic1_1.jpg,https://www.bergfreunde.de/meromero-squamish-bag-v3-20-40-daypack/,Brand: MeroMero. Product Name: Squamish Bag V3 20-40. Category: rucksaecke. Priced at 149.95 EUR with a 0.0% discount. This highly rated gear scored 4.7 out of 5 based on 6 customer reviews.
Kid's Hidalgo 24+4,Vaude,"ab 88,96 €",88.96,99.95,11.0,5.0,3,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_508-0196-0211_pic1_1.jpg,https://www.bergfreunde.de/vaude-kids-hidalgo-24-4-kinderrucksack/,Brand: Vaude. Product Name: Kid's Hidalgo 24+4. Category: rucksaecke. Priced at 88.96 EUR with a 11.0% discount. This highly rated gear scored 5.0 out of 5 based on 3 customer reviews.
Aircontact Lite 40 + 10,Deuter,"199,95 €",199.95,199.95,0.0,4.8,4,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_505-0524-0711_pic1_1.jpg,https://www.bergfreunde.de/deuter-aircontact-lite-40-10-trekkingrucksack/,Brand: Deuter. Product Name: Aircontact Lite 40 + 10. Category: rucksaecke. Priced at 199.95 EUR with a 0.0% discount. This highly rated gear scored 4.8 out of 5 based on 4 customer reviews.
Futura 27,Deuter,"137,91 €",137.91,154.95,11.0,5.0,3,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_504-1307-0111_pic1_1.jpg,https://www.bergfreunde.de/deuter-futura-27-wanderrucksack/,Brand: Deuter. Product Name: Futura 27. Category: rucksaecke. Priced at 137.91 EUR with a 11.0% discount. This highly rated gear scored 5.0 out of 5 based on 3 customer reviews.
Kid's Seon 6,Namuk,"78,95 €",78.95,78.95,0.0,5.0,1,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_508-0626-0311_pic1_1.jpg,https://www.bergfreunde.de/namuk-kids-seon-6-kinderrucksack/,Brand: Namuk. Product Name: Kid's Seon 6. Category: rucksaecke. Priced at 78.95 EUR with a 0.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
Pack Daydream 35,Bach,"116,57 €",116.57,219.95,47.0,0.0,0,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_505-0706-0311_pic1_1.jpg,https://www.bergfreunde.de/bach-pack-daydream-35-trekkingrucksack/,Brand: Bach. Product Name: Pack Daydream 35. Category: rucksaecke. Priced at 116.57 EUR with a 47.0% discount. New release product with no customer feedback evaluations available yet.
Lightweight Dry Bag,Sea to Summit,"ab 11,53 €",11.53,12.95,10.97,4.8,17,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_559-0584-0311_pic1_1.jpg,https://www.bergfreunde.de/sea-to-summit-lightweight-dry-bag-packsack/,Brand: Sea to Summit. Product Name: Lightweight Dry Bag. Category: rucksaecke. Priced at 11.53 EUR with a 10.97% discount. This highly rated gear scored 4.8 out of 5 based on 17 customer reviews.
Beast28,Matador,"184,95 €",184.95,184.95,0.0,5.0,3,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-5836-0111_pic1_1.jpg,https://www.bergfreunde.de/matador-beast28-wanderrucksack/,Brand: Matador. Product Name: Beast28. Category: rucksaecke. Priced at 184.95 EUR with a 0.0% discount. This highly rated gear scored 5.0 out of 5 based on 3 customer reviews.
Kid's Skjorta Pack 10,Trollkids,"ab 35,56 €",35.56,39.95,10.99,0.0,0,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_504-0540-0111_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-skjorta-pack-10-daypack/,Brand: Trollkids. Product Name: Kid's Skjorta Pack 10. Category: rucksaecke. Priced at 35.56 EUR with a 10.99% discount. New release product with no customer feedback evaluations available yet.
Okab II,Vaude,"ab 88,96 €",88.96,99.95,11.0,5.0,4,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-8530-0411_pic1_1.jpg,https://www.bergfreunde.de/vaude-okab-ii-daypack/,Brand: Vaude. Product Name: Okab II. Category: rucksaecke. Priced at 88.96 EUR with a 11.0% discount. This highly rated gear scored 5.0 out of 5 based on 4 customer reviews.
Women's Jester,The North Face,"88,30 €",88.3,88.3,0.0,5.0,2,rucksaecke,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-8912-0311_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-womens-jester-daypack/,Brand: The North Face. Product Name: Women's Jester. Category: rucksaecke. Priced at 88.3 EUR with a 0.0% discount. This highly rated gear scored 5.0 out of 5 based on 2 customer reviews.
