name,brand,price_raw,price_clean,old_price_clean,discount_percentage,rating_score,review_count,category,image,url
Zephyr GTX MID TF,Lowa,"172,00 €",172.0,172.0,0.0,4.5,8,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-0299-0211_pic1_1.jpg,https://www.bergfreunde.de/lowa-zephyr-gtx-mid-tf-wanderschuhe/
TX4 Evo,La Sportiva,"ab 155,96 €",155.96,194.95,20.0,4.2,19,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_042-0410-0611_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-tx4-evo-approachschuhe/
Gola Harrier Suede,Gola,"ab 79,96 €",79.96,99.95,20.0,4.1,49,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_024-0672-1011_pic1_1.jpg,https://www.bergfreunde.de/gola-gola-harrier-suede-sneaker/
Old Elbrus,Natural World,"ab 53,36 €",53.36,59.95,10.99,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_024-0806-1511_pic1_1.jpg,https://www.bergfreunde.de/natural-world-old-elbrus-sneaker/
Women's Addict,Joe Nimble,"ab 127,16 €",127.16,158.95,20.0,4.3,12,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_123-1390-0911_pic1_1.jpg,https://www.bergfreunde.de/joe-nimble-womens-addict-runningschuhe/
Kid's Tronfjell Hiker Low,Trollkids,"ab 41,97 €",41.97,59.95,29.99,4.0,8,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-2415-0711_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-tronfjell-hiker-low-multisportschuhe/
Kid's Zirrox II GTX Mid,Lowa,"ab 93,46 €",93.46,109.95,15.0,4.8,17,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-3151-0611_pic1_1.jpg,https://www.bergfreunde.de/lowa-kids-zirrox-ii-gtx-mid-wanderschuhe/
Kid's Kvalvika Sandal,Trollkids,"47,95 €",47.95,47.95,0.0,4.1,18,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-1563-0311_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-kvalvika-sandal-sandalen/
Mescalito,Scarpa,"191,36 €",191.36,219.95,13.0,4.6,54,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_042-0325-0311_pic1_1.jpg,https://www.bergfreunde.de/scarpa-mescalito-approachschuhe/
Women's Bibi,Plakton,"56,95 €",56.95,56.95,0.0,5.0,2,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_125-0854-1111_pic1_1.jpg,https://www.bergfreunde.de/plakton-womens-bibi-sandalen/
Women's Tirra Sport Leather,Teva,"104,45 €",104.45,104.45,0.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_125-1429-0211_pic1_1.jpg,https://www.bergfreunde.de/teva-womens-tirra-sport-leather-sandalen/
Z-Trail EV,Xero Shoes,"94,95 €",94.95,94.95,0.0,4.5,21,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_026-0339-0211_pic1_1.jpg,https://www.bergfreunde.de/xero-shoes-z-trail-ev-barfussschuhe/
Cloud X 4,On,"ab 132,76 €",132.76,159.95,17.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-1863-0911_pic1_1.jpg,https://www.bergfreunde.de/on-cloud-x-4-runningschuhe/
Original Universal,Teva,"ab 59,10 €",59.1,59.1,0.0,4.2,5,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-0229-3111_pic1_1.jpg,https://www.bergfreunde.de/teva-original-universal-sandalen/
Women's Moab 3 Mid GTX,Merrell,"ab 155,71 €",155.71,169.95,8.38,4.7,32,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_119-0508-0211_pic1_1.jpg,https://www.bergfreunde.de/merrell-womens-moab-3-mid-gtx-wanderschuhe/
Women's XA Pro 3D V9 GTX,Salomon,"ab 141,06 €",141.06,169.95,17.0,4.7,15,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_122-0899-1411_pic1_1.jpg,https://www.bergfreunde.de/salomon-womens-xa-pro-3d-v9-gtx-multisportschuhe/
Pedroc 2 Max,Salewa,"ab 131,55 €",131.55,131.55,0.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1571-0111_pic1_1.jpg,https://www.bergfreunde.de/salewa-pedroc-2-max-multisportschuhe/
Women's SylvaHe. Cork Sandal,Heber Peak,"24,98 €",24.98,49.95,49.99,4.4,5,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_125-1444-0111_pic1_1.jpg,https://www.bergfreunde.de/heber-peak-womens-sylvahe-cork-sandal-sandalen/
Women's Extegra Mid GORE-TEX,Salomon,"111,96 €",111.96,139.95,20.0,4.3,6,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_119-1004-0111_pic1_1.jpg,https://www.bergfreunde.de/salomon-womens-extegra-mid-gore-tex-wanderschuhe/
Women's Trailventure 2 WP,Topo Athletic,"208,95 €",208.95,208.95,0.0,3.9,8,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_119-0519-0511_pic1_1.jpg,https://www.bergfreunde.de/topo-athletic-womens-trailventure-2-wp-wanderschuhe/
Women's Bolero,Plakton,"ab 56,95 €",56.95,56.95,0.0,5.0,5,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_125-0853-0111_pic1_1.jpg,https://www.bergfreunde.de/plakton-womens-bolero-sandalen/
Kid's Barefoot Elastic Sandal,Froddo,"ab 74,95 €",74.95,74.95,0.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-4260-0311_pic1_1.jpg,https://www.bergfreunde.de/froddo-kids-barefoot-elastic-sandal-sandalen/
Boulder X Mid GTX,La Sportiva,"ab 186,96 €",186.96,219.95,15.0,4.7,141,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_042-0064-0111_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-boulder-x-mid-gtx-approachschuhe/
Kid's Barefoot Flexy F,Froddo,"ab 72,95 €",72.95,72.95,0.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-5255-0311_pic1_1.jpg,https://www.bergfreunde.de/froddo-kids-barefoot-flexy-f-sandalen/
Renegade Evo GTX Lo Wide,Lowa,"185,95 €",185.95,185.95,0.0,4.6,12,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1116-0111_pic1_1.jpg,https://www.bergfreunde.de/lowa-renegade-evo-gtx-lo-wide-multisportschuhe/
TX4 Evo GTX,La Sportiva,"ab 182,66 €",182.66,209.95,13.0,4.5,23,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_042-0411-0111_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-tx4-evo-gtx-approachschuhe-bf/
Lone Peak 9+ Wide,Altra,"142,45 €",142.45,142.45,0.0,4.8,5,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-2004-0111_pic1_1.jpg,https://www.bergfreunde.de/altra-lone-peak-9-wide-trailrunningschuhe/
X Ultra 5 Mid Wide GORE-TEX,Salomon,"170,95 €",170.95,170.95,0.0,5.0,5,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-1252-0211_pic1_1.jpg,https://www.bergfreunde.de/salomon-x-ultra-5-mid-wide-gore-tex-wanderschuhe/
Arizona Leve,Birkenstock,"124,95 €",124.95,124.95,0.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-1438-0111_pic1_1.jpg,https://www.bergfreunde.de/birkenstock-arizona-leve-sandalen/
Women's Alp Trainer 2 Mid GTX,Salewa,"ab 182,56 €",182.56,219.95,17.0,4.7,23,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_119-0469-0211_pic1_1.jpg,https://www.bergfreunde.de/salewa-womens-alp-trainer-2-mid-gtx-wanderschuhe/
Women's Z-Trail EV,Xero Shoes,"ab 81,66 €",81.66,94.95,14.0,4.6,26,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_126-0161-0511_pic1_1.jpg,https://www.bergfreunde.de/xero-shoes-womens-z-trail-ev-barfussschuhe/
RC703,Shimano,"ab 191,96 €",191.96,239.95,20.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_036-1123-0211_pic1_1.jpg,https://www.bergfreunde.de/shimano-rc703-radschuhe/
Cloud 6 Wide,On,"ab 151,95 €",151.95,151.95,0.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_024-2047-0211_pic1_1.jpg,https://www.bergfreunde.de/on-cloud-6-wide-sneaker/
Kid's Lore Flowers,Froddo,"ab 69,95 €",69.95,69.95,0.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-4269-0211_pic1_1.jpg,https://www.bergfreunde.de/froddo-kids-lore-flowers-sandalen/
Olympus Mons Pro,La Sportiva,"1.043,96 €",1043.96,1199.95,13.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_020-0360-0111_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-olympus-mons-pro-expeditionsschuhe/
Terrex Skychaser AX5 Mid GORE-TEX,adidas Terrex,"ab 90,97 €",90.97,139.95,35.0,3.4,5,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-1310-0411_pic1_1.jpg,https://www.bergfreunde.de/adidas-terrex-terrex-skychaser-ax5-mid-gore-tex-wanderschuhe/
Bareo Barefoot,Grand Step Shoes,"ab 147,15 €",147.15,147.15,0.0,4.5,2,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_026-0942-0311_pic1_1.jpg,https://www.bergfreunde.de/grand-step-shoes-bareo-barefoot-barfussschuhe/
Merino Outdoor Quarter Socks Tech,Stoic,"ab 10,97 €",10.97,19.95,45.01,4.8,97,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_201-3793-0811_pic1_1.jpg,https://www.bergfreunde.de/stoic-merino-outdoor-quarter-socks-tech-wandersocken/
Nebraska II GTX,Garmont,"ab 186,96 €",186.96,219.95,15.0,4.3,3,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-0946-0111_pic1_1.jpg,https://www.bergfreunde.de/garmont-nebraska-ii-gtx-wanderschuhe/
Kid's Ke Flash,Froddo,"ab 74,95 €",74.95,74.95,0.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-4268-0411_pic1_1.jpg,https://www.bergfreunde.de/froddo-kids-ke-flash-sandalen/
Youth Patrol,Salomon,"47,45 €",47.45,47.45,0.0,4.5,10,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-2706-0811_pic1_1.jpg,https://www.bergfreunde.de/salomon-youth-patrol-multisportschuhe/
Terra Fi 5 Universal,Teva,"ab 103,35 €",103.35,103.35,0.0,3.7,15,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-0418-1311_pic1_1.jpg,https://www.bergfreunde.de/teva-terra-fi-5-universal-sandalen/
Women's Adizero Evo SL Woven,adidas,"ab 116,96 €",116.96,149.95,22.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_123-2452-0811_pic1_1.jpg,https://www.bergfreunde.de/adidas-womens-adizero-evo-sl-woven-runningschuhe/
Bondi 9,HOKA,"ab 140,36 €",140.36,179.95,22.0,3.4,5,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-2198-1511_pic1_1.jpg,https://www.bergfreunde.de/hoka-bondi-9-runningschuhe/
X Ultra 360 Leather Mid GORE-TEX,Salomon,"ab 136,91 €",136.91,164.95,17.0,4.8,4,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-1165-0111_pic1_1.jpg,https://www.bergfreunde.de/salomon-x-ultra-360-leather-mid-gore-tex-wanderschuhe/
Kid's Speedcross Waterproof,Salomon,"ab 67,96 €",67.96,84.95,20.0,4.0,4,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-4203-0211_pic1_1.jpg,https://www.bergfreunde.de/salomon-kids-speedcross-waterproof-trailrunningschuhe/
Women's Cloudrunner 2,On,"119,96 €",119.96,159.95,25.0,5.0,2,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_123-1425-0711_pic1_1.jpg,https://www.bergfreunde.de/on-womens-cloudrunner-2-runningschuhe/
Women's X Ultra 360 Edge GTX,Salomon,"ab 131,96 €",131.96,149.95,12.0,3.7,3,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_122-0970-0711_pic1_1.jpg,https://www.bergfreunde.de/salomon-womens-x-ultra-360-edge-gtx-multisportschuhe/
Mayari BFBC,Birkenstock,"99,95 €",99.95,99.95,0.0,4.8,9,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-0563-0211_pic1_1.jpg,https://www.bergfreunde.de/birkenstock-mayari-bfbc-sandalen/
Women's Alpargata Espadrilles,TOMS,"ab 48,91 €",48.91,54.95,10.99,4.5,6,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_124-0554-2211_pic1_1.jpg,https://www.bergfreunde.de/toms-womens-alpargata-espadrilles-sneaker/
Reelax Slide 6.0,Salomon,"ab 65,96 €",65.96,74.95,11.99,4.2,10,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-0823-0711_pic1_1.jpg,https://www.bergfreunde.de/salomon-reelax-slide-60-sandalen/
Mafate 5,HOKA,"ab 157,66 €",157.66,189.95,17.0,4.5,2,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-2456-0311_pic1_1.jpg,https://www.bergfreunde.de/hoka-mafate-5-trailrunningschuhe/
Ribelle HD,Scarpa,"351,45 €",351.45,351.45,0.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_020-0346-0111_pic1_1.jpg,https://www.bergfreunde.de/scarpa-ribelle-hd-bergschuhe-bf/
Tatra II GTX,Hanwag,"ab 283,76 €",283.76,329.95,14.0,4.9,37,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-0353-0411_pic1_1.jpg,https://www.bergfreunde.de/hanwag-tatra-ii-gtx-wanderschuhe/
Mach 7,HOKA,"127,96 €",127.96,159.95,20.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-2718-0111_pic1_1.jpg,https://www.bergfreunde.de/hoka-mach-7-runningschuhe/
Women's Alp Trainer 2 GTX,Salewa,"ab 165,96 €",165.96,199.95,17.0,4.8,21,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_122-0678-0311_pic1_1.jpg,https://www.bergfreunde.de/salewa-womens-alp-trainer-2-gtx-multisportschuhe/
Kid's Trolltunga Hiker Low XT,Trollkids,"ab 49,16 €",49.16,59.95,18.0,4.3,8,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-4134-0311_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-trolltunga-hiker-low-xt-multisportschuhe/
Women's Prodigio,La Sportiva,"ab 103,97 €",103.97,159.95,35.0,4.1,10,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_123-1450-0111_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-womens-prodigio-trailrunningschuhe/
Innox Evo II GTX,Lowa,"ab 144,46 €",144.46,169.95,15.0,4.8,29,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1010-0611_pic1_1.jpg,https://www.bergfreunde.de/lowa-innox-evo-ii-gtx-multisportschuhe/
Banks GTX,Hanwag,"ab 194,96 €",194.96,259.95,25.0,4.8,12,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-0489-0411_pic1_1.jpg,https://www.bergfreunde.de/hanwag-banks-gtx-wanderschuhe/
Women's Cloud X 4,On,"ab 135,96 €",135.96,159.95,15.0,4.3,3,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_123-1581-0711_pic1_1.jpg,https://www.bergfreunde.de/on-womens-cloud-x-4-runningschuhe/
Women's X Ultra 360 Leather Mid GORE-TEX,Salomon,"ab 146,81 €",146.81,164.95,11.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_119-0937-0211_pic1_1.jpg,https://www.bergfreunde.de/salomon-womens-x-ultra-360-leather-mid-gore-tex-wanderschuhe/
Mojito Trail GTX Wide,Scarpa,"ab 165,26 €",165.26,189.95,13.0,4.4,11,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-0744-0211_pic1_1.jpg,https://www.bergfreunde.de/scarpa-mojito-trail-gtx-wide-multisportschuhe/
Ultra Raptor 3 GTX,La Sportiva,"ab 162,76 €",162.76,184.95,12.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1565-0211_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-ultra-raptor-3-gtx-multisportschuhe/
Ringkøbing,Duckfeet,"ab 151,00 €",151.0,151.0,0.0,4.4,26,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-0317-0311_pic1_1.jpg,https://www.bergfreunde.de/duckfeet-ringkoebing-sandalen/
Innovo GTX Mid,Lowa,"ab 159,96 €",159.96,199.95,20.0,4.8,34,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-1014-0511_pic1_1.jpg,https://www.bergfreunde.de/lowa-innovo-gtx-mid-wanderschuhe/
Women's Challenger 8,HOKA,"ab 134,96 €",134.96,149.95,10.0,4.3,4,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_123-2133-0711_pic1_1.jpg,https://www.bergfreunde.de/hoka-womens-challenger-8-trailrunningschuhe/
Rapids H2,Keen,"84,96 €",84.96,99.95,15.0,4.6,7,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-0752-0211_pic1_1.jpg,https://www.bergfreunde.de/keen-rapids-h2-sandalen/
Ultraventure 4,Topo Athletic,"166,20 €",166.2,166.2,0.0,5.0,3,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-2261-0411_pic1_1.jpg,https://www.bergfreunde.de/topo-athletic-ultraventure-4-trailrunningschuhe/
Trango Alpine GTX,La Sportiva,"329,26 €",329.26,369.95,11.0,4.6,7,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_020-0361-0111_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-trango-alpine-gtx-bergschuhe/
Women's Alp Trainer 2,Salewa,"ab 152,96 €",152.96,179.95,15.0,4.6,12,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_122-0677-0111_pic1_1.jpg,https://www.bergfreunde.de/salewa-womens-alp-trainer-2-multisportschuhe/
Extegra GORE-TEX,Salomon,"95,96 €",95.96,119.95,20.0,4.7,6,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1312-0111_pic1_1.jpg,https://www.bergfreunde.de/salomon-extegra-gore-tex-multisportschuhe/
Experience Flow 3,Altra,"119,96 €",119.96,149.95,20.0,3.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-2612-0511_pic1_1.jpg,https://www.bergfreunde.de/altra-experience-flow-3-runningschuhe/
Merino Wool Cushion Heavy Socks,Stoic,"ab 12,48 €",12.48,24.95,49.98,4.5,253,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_201-4881-0211_pic1_1.jpg,https://www.bergfreunde.de/stoic-merino-wool-cushion-heavy-socks-wandersocken/
Terra Fi Lite,Teva,"ab 85,46 €",85.46,94.95,9.99,4.6,9,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-0379-0911_pic1_1.jpg,https://www.bergfreunde.de/teva-terra-fi-lite-sandalen/
Sertig II Mid GTX,Mammut,"111,57 €",111.57,179.95,38.0,4.5,19,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-0683-0511_pic1_1.jpg,https://www.bergfreunde.de/mammut-sertig-ii-mid-gtx-wanderschuhe/
Women's FWD Via 2,Altra,"ab 136,76 €",136.76,179.95,24.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_123-2267-0211_pic1_1.jpg,https://www.bergfreunde.de/altra-womens-fwd-via-2-runningschuhe/
Kid's Zirrox II GTX Lo,Lowa,"ab 80,06 €",80.06,89.95,10.99,5.0,14,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-3150-0411_pic1_1.jpg,https://www.bergfreunde.de/lowa-kids-zirrox-ii-gtx-lo-multisportschuhe/
Women's Aequilibrium Trek GTX,La Sportiva,"ab 175,47 €",175.47,269.95,35.0,4.7,3,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_119-0999-0311_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-womens-aequilibrium-trek-gtx-wanderschuhe/
Timp 6,Altra,"ab 135,96 €",135.96,169.95,20.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-2617-0211_pic1_1.jpg,https://www.bergfreunde.de/altra-timp-6-trailrunningschuhe/
Hurricane XLT3,Teva,"ab 85,45 €",85.45,85.45,0.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-1307-0411_pic1_1.jpg,https://www.bergfreunde.de/teva-hurricane-xlt3-sandalen/
Kid's Outscape Waterproof J,Salomon,"59,46 €",59.46,69.95,15.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-5322-0111_pic1_1.jpg,https://www.bergfreunde.de/salomon-kids-outscape-waterproof-j-multisportschuhe/
Cloudhorizon 2,On,"ab 154,76 €",154.76,179.95,14.0,4.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1544-0511_pic1_1.jpg,https://www.bergfreunde.de/on-cloudhorizon-2-multisportschuhe/
Ducan II Low GTX,Mammut,"100,67 €",100.67,189.95,47.0,4.5,4,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1132-0211_pic1_1.jpg,https://www.bergfreunde.de/mammut-ducan-ii-low-gtx-multisportschuhe/
Basic,Freedom Moses,"ab 22,03 €",22.03,43.95,49.87,4.2,15,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-0713-1511_pic1_1.jpg,https://www.bergfreunde.de/freedom-moses-basic-sandalen/
XA Pro 3D V9,Salomon,"ab 127,46 €",127.46,149.95,15.0,4.1,9,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-0948-1111_pic1_1.jpg,https://www.bergfreunde.de/salomon-xa-pro-3d-v9-multisportschuhe/
Innox Pro GTX Lo,Lowa,"ab 145,21 €",145.21,174.95,17.0,4.6,26,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_022-1115-0311_pic1_1.jpg,https://www.bergfreunde.de/lowa-innox-pro-gtx-lo-multisportschuhe/
Trango Tech GTX,La Sportiva,"253,61 €",253.61,284.95,11.0,4.5,39,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_020-0192-0111_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-trango-tech-gtx-bergschuhe/
Gizeh BFBC,Birkenstock,"ab 64,95 €",64.95,64.95,0.0,5.0,8,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_025-0556-0211_pic1_1.jpg,https://www.bergfreunde.de/birkenstock-gizeh-bfbc-sandalen/
Kid's EvergreenHe. Sandal,Heber Peak,"24,72 €",24.72,44.95,45.01,4.6,15,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-3229-0111_pic1_1.jpg,https://www.bergfreunde.de/heber-peak-kids-evergreenhe-sandal-sandalen/
Voyager,Altra,"ab 135,96 €",135.96,159.95,15.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_024-1982-0311_pic1_1.jpg,https://www.bergfreunde.de/altra-voyager-sneaker/
H-Trail,Xero Shoes,"53,97 €",53.97,89.95,40.0,4.0,2,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_026-0409-0111_pic1_1.jpg,https://www.bergfreunde.de/xero-shoes-h-trail-barfussschuhe/
Ribelle TRK GTX,Scarpa,"254,96 €",254.96,299.95,15.0,4.8,4,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_019-1135-0111_pic1_1.jpg,https://www.bergfreunde.de/scarpa-ribelle-trk-gtx-wanderschuhe/
Skychaser Solo 3,adidas Terrex,"ab 99,56 €",99.56,119.95,17.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_042-0497-0211_pic1_1.jpg,https://www.bergfreunde.de/adidas-terrex-skychaser-solo-3-approachschuhe/
Jackal II,La Sportiva,"131,21 €",131.21,174.95,25.0,5.0,4,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_023-1327-0211_pic1_1.jpg,https://www.bergfreunde.de/la-sportiva-jackal-ii-trailrunningschuhe/
Kid's Maddox Pro GTX Mid VC,Lowa,"ab 95,96 €",95.96,119.95,20.0,4.3,8,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_702-4383-0611_pic1_1.jpg,https://www.bergfreunde.de/lowa-kids-maddox-pro-gtx-mid-vc-wanderschuhe/
Cloud 6 Coast,On,"ab 161,45 €",161.45,161.45,0.0,5.0,1,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_024-1684-0611_pic1_1.jpg,https://www.bergfreunde.de/on-cloud-6-coast-sneaker/
Women's Explore Addict,Joe Nimble,"ab 190,49 €",190.49,218.95,13.0,0.0,0,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_123-2159-0411_pic1_1.jpg,https://www.bergfreunde.de/joe-nimble-womens-explore-addict-trailrunningschuhe-bf/
Women's Maddox Pro GTX Mid,Lowa,"ab 159,96 €",159.96,199.95,20.0,4.2,10,schuhe,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_119-1018-0411_pic1_1.jpg,https://www.bergfreunde.de/lowa-womens-maddox-pro-gtx-mid-wanderschuhe/
